"Data","Study","sample_ids","GEO.series.accession.or.data.source","GEO.sample.accession.or.dataset.name","Author.described.protocol","Protocol.classification.region","Original.protocol.cited","Batch.variable","Age","Condition","Donor.ID..cell.line","Sequencing.platform","Normalization.of.available.data","Normalization.for.this.study","unprocessed_seurat_path","processed_seurat_path","pre_qc_cell_number","post_qc_cell_number","mean_mito","median_mito","mean_feature","median_feature","mean_count","median_count","dividing_cons_coexp_metric","intProg_cons_coexp_metric","nProg_cons_coexp_metric","glut_cons_coexp_metric","gaba_cons_coexp_metric","nonN_cons_coexp_metric","micro_cons_coexp_metric","egad_auc_gaba_markers","egad_auc_glut_markers","egad_auc_nonN_markers","egad_auc_intProg_markers","egad_auc_divProg_markers","egad_auc_nProg_markers","egad_auc_micro_markers","go_nProg_missing_ratio","go_nProg_no_exp_ratio","go_nProg_mean_counts","go_nProg_median_counts","go_divProg_missing_ratio","go_divProg_no_exp_ratio","go_divProg_mean_counts","go_divProg_median_counts","go_intProg_missing_ratio","go_intProg_no_exp_ratio","go_intProg_mean_counts","go_intProg_median_counts","go_glut_missing_ratio","go_glut_no_exp_ratio","go_glut_mean_counts","go_glut_median_counts","go_gaba_missing_ratio","go_gaba_no_exp_ratio","go_gaba_mean_counts","go_gaba_median_counts","go_nonN_missing_ratio","go_nonN_no_exp_ratio","go_nonN_mean_counts","go_nonN_median_counts","go_micro_missing_ratio","go_micro_no_exp_ratio","go_micro_mean_counts","go_micro_median_counts","treatment","genome_cons_coexp_score"
"","Fiorenzano et al. 2021","fiorenzano_25","GSE168323","GSM5136279","ventral midbrain","directed ventral midbrain","Authors developed the protocol","Age/Condition","day_30","silk_laminin","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136279_SilkDay30-10silkLam.csv_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136279_SilkDay30-10silkLam_processed.Rdata",5960,5885,3.9002753461314,3.23350119268487,2903.32472387426,2938,9729.38045879354,8922,0.999379263171617,0.779916129833563,0.77595728469998,0.822740476455668,0.671833702444754,0.731944221567016,0.492526404750292,0.673775147801437,0.806705594375431,0.742873858585859,0.756174624076278,0.976975718056248,0.734038013964313,0.684365621164806,0,0.0131578947368421,7297.28947368421,715.5,0,0,900.020202020202,352,0,0.0126582278481013,1006.62025316456,315,0,0.0326086956521739,2049.78260869565,249.5,0,0.0240963855421687,1149.14457831325,185,0,0,1968.81333333333,414,0.0202020202020202,0.154639175257732,3836.74226804124,156,"Treated",0.711317171042139
"","Fiorenzano et al. 2021","fiorenzano_26","GSE168323","GSM5136280","ventral midbrain","directed ventral midbrain","Authors developed the protocol","Age/Condition","day_30","silk_laminin","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136280_SilkDay30-11silkLam.csv_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136280_SilkDay30-11silkLam_processed.Rdata",5944,5890,3.70371437948171,3.11870500037685,2709.86960950764,2732,8964.06162988115,8153,0.999419005170854,0.773481902876292,0.787533230218957,0.8230274121724,0.694120500562839,0.738518053071681,0.496677905743109,0.660646823279602,0.805768256124914,0.765277090909091,0.722564997842627,0.979200774307808,0.74505236617533,0.656887794502473,0,0.0263157894736842,6446.27631578947,661.5,0,0,786.909090909091,299,0,0.0126582278481013,964.215189873418,287,0,0.0434782608695652,1873.17391304348,232.5,0,0.0240963855421687,1042.66265060241,168,0,0,1780.81333333333,325,0.0202020202020202,0.154639175257732,3440.54639175258,150,"Treated",0.70786062957211
"","Fiorenzano et al. 2021","fiorenzano_27","GSE168323","GSM5136281","ventral midbrain","directed ventral midbrain","Authors developed the protocol","Age/Condition","day_30","silk_laminin","No cell-line annotations","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136281_SilkDay30-12silkLam.csv_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fiorenzo_2021_GSM5136281_SilkDay30-12silkLam_processed.Rdata",3616,3591,3.60610064157538,3.08516063233044,2588.47396268449,2569,8364.66750208855,7602,0.999245341422344,0.759895217356989,0.759694892531246,0.812879034647691,0.659576272124119,0.709283741762934,0.526198301835114,0.633813818992717,0.798092434437543,0.743520323232323,0.755443790808225,0.97801371807488,0.764507693302302,0.687211908414763,0,0.0131578947368421,3969.78947368421,345.5,0,0,471.59595959596,183,0,0.0126582278481013,518.379746835443,172,0,0.0434782608695652,977.282608695652,130.5,0,0.0602409638554217,584.33734939759,92,0,0,1018.26666666667,196,0.0202020202020202,0.164948453608247,1963.75257731959,75,"Treated",0.69485588948642
"","Fleck et al. 2022","fleck_1","https://zenodo.org/records/5242913","","cerebral","undirected","Lancaster et al. 2013","Cell line","day_4_61","Normal","409b2","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_409b2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_409b2_seurat_processed.Rdata",5987,5363,6.51538479962865,6.03304212204912,3824.26030206974,3709,12865.6436702839,11563.6468975469,0.999200961229092,0.76952468473738,0.825722510818106,0.888549549540083,0.812838293092133,0.73783930268903,0.528518839123508,0.840648703545019,0.879023248792271,0.774010181818182,0.798311156538207,0.895431672190082,0.856772045513318,0.582243237187172,0,0,6004.21350791022,1604.77634865135,0,0,5805.25179800559,3153.45,0,0,657.565500006323,260.308333333333,0,0,981.010320295646,197.4375,0,0,973.842278203724,217.666666666667,0,0,2281.13260983461,600,0.0101010101010101,0.122448979591837,1926.82833056966,72.2551282051282,"Normal",0.689037688001022
"","Fleck et al. 2022","fleck_2","","","cerebral","undirected","Lancaster et al. 2013","Cell line","day_4_61","Normal","H9","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_H9_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_H9_seurat_processed.Rdata",11096,9898,5.33982162599212,5.02525108742906,3929.7576278036,3859,13571.4316236176,12349.6252553003,0.999326485406045,0.802220497530945,0.882835113243498,0.90411400618266,0.854448467173348,0.78643849388564,0.523740766942468,0.844131386240649,0.893946256038647,0.835014464646465,0.8255680355724,0.9095027749462,0.890021334367727,0.614869387040641,0,0,13936.1526598402,2779.76528055278,0,0,11332.2287754053,6196.6208957709,0,0,1423.66147140483,503.182875457875,0,0,2318.73023814953,359.976984126984,0,0,2022.34220107202,577.5,0,0,4279.30127572428,1407,0.0101010101010101,0.142857142857143,3751.66754495504,101.166666666667,"Normal",0.706155065715567
"","Fleck et al. 2022","fleck_3","","","cerebral","undirected","Lancaster et al. 2013","Cell line","day_4_61","Normal","Hoik1","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_Hoik1_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_Hoik1_seurat_processed.Rdata",3302,2316,7.85795506965481,7.46393370138994,4164.82512953368,4303,15539.3960313686,15035.3071331446,0.998071536575089,0.807583036542993,0.868978048339952,0.917615115783014,0.831042163724743,0.811241335975639,0.548139351853886,0.826397609068867,0.915698326432022,0.843869737373737,0.8199448781986,0.951441996294188,0.878218257046806,0.707274433574128,0,0,2810.63194480958,840.851327838828,0,0,2828.40107586017,1493,0,0.0126582278481013,471.610266561849,244.183333333333,0,0,749.72043958457,239,0,0,532.222724698327,190,0,0,1237.45443386243,438.6,0.0101010101010101,0.183673469387755,1287.1503665269,49.2884615384615,"Normal",0.682607309235485
"","Fleck et al. 2022","fleck_4","","","cerebral","undirected","Lancaster et al. 2013","Cell line","day_4_61","Normal","Wibj2","scRNA-seq 10X","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_Wibj2_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/fleck_2022_Wibj2_seurat_processed.Rdata",8843,7381,6.03066382417165,5.55584709805001,4046.03834168812,4031,14235.7821017731,13304.3538045288,0.999111029088312,0.804757496645622,0.90919236894256,0.93660995551091,0.853924237721343,0.809594986063448,0.52698284014684,0.853536306188648,0.919716183574879,0.833212121212121,0.821348413802708,0.942233852529469,0.900102146366693,0.640475920802119,0,0,9966.54275793651,1930.04140720391,0,0,8231.3937819756,4603.57805250305,0,0,1331.23580810891,422.320512820513,0,0,2172.5964909185,539.71684010434,0,0,1473.28063265383,430.5,0,0,3017.14558578459,1102.24166666667,0.0101010101010101,0.102040816326531,3015.98277320752,84.6111111111111,"Normal",0.708971749206036
"","Huang et al. 2021","huang_1","GSE164102","GSM4996689","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","Normal","C3","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996689_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996689_seurat_processed.Rdata",3954,3900,5.61460223030803,4.57445585360892,844.052307692308,673,1433.3241025641,990,0.993443741880109,0.688050214417127,0.781017213571412,0.712506041857992,0.647433855485745,0.740750704883432,0.529666670084283,0.601325646999929,0.612667680296756,0.724806464646465,0.580744797126156,0.849833464002679,0.802918606154642,0.584675206999366,0.0131578947368421,0,324.586666666667,71,0.0101010101010101,0,397.285714285714,211,0.0886075949367089,0,96.3194444444444,27.5,0.0869565217391304,0,506.428571428571,32,0.0843373493975904,0,204.065789473684,24.5,0.0266666666666667,0,175.808219178082,47,0.292929292929293,0,318.885714285714,22,"Normal",0.67232841893858
"","Huang et al. 2021","huang_2","GSE164102","GSM4996690","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","Normal","C3","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996690_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996690_seurat_processed.Rdata",4402,4354,3.88979778515209,3.01552768020832,905.44028479559,730,1492.53559944878,1032.5,0.993721398820727,0.70093696215992,0.814557666036618,0.723891791899497,0.649010620276068,0.783613224418773,0.524955632012522,0.491361258268826,0.650721672273982,0.762987313131313,0.59069886436406,0.862464016898268,0.82377812257564,0.597603136848805,0,0,416.605263157895,87,0.0101010101010101,0,437.928571428571,247.5,0.0759493670886076,0,127.958904109589,31,0.0760869565217391,0,546.011764705882,38,0.0481927710843374,0,227.189873417722,27,0.0533333333333333,0,230.859154929577,64,0.303030303030303,0,421.811594202899,28,"Normal",0.68128362571256
"","Huang et al. 2021","huang_3","GSE164102","GSM4996691","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","Normal","C65","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996691_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996691_seurat_processed.Rdata",9470,9339,6.35878257291108,5.65934065934066,558.978691508727,444,858.212977834886,631,0.992930708799045,0.634309157131748,0.768180523084985,0.704409558114268,0.6358859576738,0.707705447339166,0.564843783184447,0.559801721820121,0.610582459886128,0.710679272727273,0.54099443062151,0.916131363633912,0.797276635634859,0.597694580875009,0.0657894736842105,0,340.070422535211,70,0.0101010101010101,0,431.673469387755,208.5,0.0759493670886076,0,153.082191780822,31,0.0869565217391304,0,901.595238095238,52.5,0.0602409638554217,0,397.384615384615,39,0.0533333333333333,0,212.718309859155,55,0.333333333333333,0,284.030303030303,19,"Normal",0.662724386199766
"","Huang et al. 2021","huang_4","GSE164102","GSM4996692","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","SNRPN_minor_deletion","Min","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996692_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996692_seurat_processed.Rdata",6996,6904,4.86343020946381,3.94736842105263,742.208140208575,557.5,1193.68076477404,771,0.993755672633337,0.725820514907023,0.792242635929085,0.748392287857231,0.670184464475913,0.750276668761177,0.532701757777885,0.44030786052742,0.66220184178744,0.719723636363636,0.623197474817183,0.891170086379057,0.75959529350918,0.65318320822908,0,0,496.842105263158,132.5,0.0101010101010101,0,699.183673469388,411,0.0379746835443038,0,148.763157894737,32.5,0.0543478260869565,0.0114942528735632,605.919540229885,54,0.0120481927710843,0,266.170731707317,32.5,0.0266666666666667,0,236.520547945205,72,0.232323232323232,0.0263157894736842,379.144736842105,35,"Treated",0.681387369609699
"","Huang et al. 2021","huang_5","GSE164102","GSM4996693","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","SNRPN_minor_deletion","Min","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996693_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996693_seurat_processed.Rdata",3100,3064,5.67755504553878,4.64375070241653,754.079960835509,583,1252.89164490862,843.5,0.991187870780891,0.648769847121108,0.72131844153135,0.719953052136506,0.623086798351024,0.673865242399343,0.561876828119759,0.523823681403995,0.664100511128364,0.601296161616162,0.6303074784356,0.909661637490384,0.731419381949832,0.657867446858272,0.0263157894736842,0,229.540540540541,53,0.0101010101010101,0,359.387755102041,186,0.0632911392405063,0,73.4054054054054,16,0.130434782608696,0,311.3,27.5,0.0963855421686747,0,131.053333333333,18,0.0533333333333333,0,96.2535211267606,28,0.303030303030303,0,177.869565217391,19,"Treated",0.653572072886173
"","Huang et al. 2021","huang_6","GSE164102","GSM4996694","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","SNRPN_major_deletion","Maj","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996694_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996694_seurat_processed.Rdata",3175,3067,5.76599725150698,4.73126419379258,739.580371698728,585,1228.71698728399,880,0.991720970153954,0.621866294753342,0.771841475637957,0.7328701242206,0.62246330772362,0.735167254740845,0.546285929525815,0.560714608644311,0.640503418305728,0.779155717171717,0.567870816282629,0.954289999651875,0.815314197051978,0.624730632375892,0.0526315789473684,0,156.791666666667,52,0.0101010101010101,0,246.265306122449,111,0.151898734177215,0,87.9253731343284,20,0.0978260869565217,0,417.156626506024,32,0.0963855421686747,0,167.533333333333,23,0.04,0,114.680555555556,38,0.393939393939394,0,147.4,24.5,"Treated",0.656200946359276
"","Huang et al. 2021","huang_7","GSE164102","GSM4996695","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_20","SNRPN_major_deletion","Maj","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996695_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996695_seurat_processed.Rdata",2980,2954,4.97472396752164,4.08762188747794,710.023696682464,581,1089.12356127285,790,0.993204606361356,0.638783313581301,0.770852805075669,0.710761153269854,0.597870208661025,0.726410975236438,0.571631023366245,0.516099024118296,0.666153112060041,0.630372202020202,0.498635943691955,0.871078387388275,0.788311352469615,0.649158935601341,0.0263157894736842,0,173.972972972973,48,0.0101010101010101,0,203.80612244898,110,0.0506329113924051,0,78,16,0.0978260869565217,0,167.301204819277,23,0.0481927710843374,0.0379746835443038,97.0632911392405,19,0.04,0.0138888888888889,122.541666666667,47,0.272727272727273,0.0277777777777778,207.263888888889,25.5,"Treated",0.654322408136322
"","Huang et al. 2021","huang_8","GSE164102","GSM4996696","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_40","Normal","C3","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996696_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996696_seurat_processed.Rdata",5651,5610,6.40286544495105,5.29591566645288,547.955080213904,436,837.872727272727,599,0.971671082715599,0.609637941277423,0.82250760638122,0.661455730518423,0.583008897691399,0.74614326453671,0.556009610337997,0.543034724430336,0.664089997412008,0.700829090909091,0.433802857181937,0.983332181089572,0.821940780967158,0.632260913096795,0.0131578947368421,0,239.6,63,0.0101010101010101,0,56.9183673469388,26,0.0759493670886076,0,73,26,0.0652173913043478,0,542.5,56,0.0481927710843374,0,227.025316455696,33,0.0266666666666667,0,191.013698630137,44,0.282828282828283,0,367.760563380282,30,"Normal",0.638150336837961
"","Huang et al. 2021","huang_9","GSE164102","GSM4996697","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_40","Normal","C65","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996697_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996697_seurat_processed.Rdata",5867,5845,5.70164870922506,4.82233502538071,517.626347305389,434,743.871856287425,587,0.948169695407358,0.590702605371533,0.77299693328008,0.630621948861714,0.560381804660762,0.733151497575201,0.576433165333064,0.624994535852889,0.559740553830228,0.780830707070707,0.476493654091734,0.980737181042991,0.789824799586243,0.608814958967864,0.0263157894736842,0,160.324324324324,26.5,0.0101010101010101,0,55.1938775510204,24,0.151898734177215,0,63.1492537313433,18,0.108695652173913,0,629.865853658537,51.5,0.108433734939759,0,272.297297297297,33.5,0.0933333333333333,0,206.676470588235,42.5,0.373737373737374,0,232.91935483871,18,"Normal",0.615048213559774
"","Huang et al. 2021","huang_10","GSE164102","GSM4996698","hypothalamic arcuate","directed hypothalamic arcuate","Authors developed the protocol","Cell line/Age/Condition","day_40","SNRPN_minor_deletion","Min","scDROP-seq","raw counts","CPM","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996698_seurat.Rdata","/home/werner/projects/meta_qc_organoid/data/seurat_objs/individual/organoids/huang_2021_GSM4996698_seurat_processed.Rdata",6950,6812,8.73067663984039,7.75096899224806,562.766735173224,459.5,938.953024075161,708,0.983025210781506,0.627998398219319,0.833845343699042,0.649340701948315,0.590192099055024,0.762132276410975,0.563974683272378,0.505830319818776,0.613765959282264,0.740663919191919,0.519959115614031,0.985680306781224,0.815385311611068,0.685447014193192,0.0263157894736842,0,357.567567567568,89,0.0101010101010101,0,141.163265306122,64.5,0.0126582278481013,0,107.564102564103,32.5,0.0326086956521739,0,468.685393258427,42,0.0481927710843374,0,223.354430379747,40,0.0133333333333333,0,232.918918918919,52.5,0.222222222222222,0,315.493506493507,32,"Treated",0.651310155948819
